userName,review,at,score,app_name,stemming,skor_sentimen,label
Alfina Jabbar,bagus,2025-07-29 06:14:14,5,BRImo,bagus,1,positif
Bruno Rae,Terbaik dan Sangat membantu..🔥🔥🙏🙏,2025-07-29 06:10:55,5,BRImo,baik dan sangat bantu,2,positif
Iroh Maesaroh,trimakasih sangat mmbantu,2025-07-29 06:06:27,5,BRImo,trimakasih sangat mmbantu,1,positif
Asep Kuswadi,"aplikasi brimo lemot susah ,baru 2langkah error. apalagi PPATK dah main blokir .no rek . makin susahhhh.",2025-07-29 06:01:57,1,BRImo,aplikasi brimo lot susah baru 2langkah error apalagi ppatk dah main blokir no rek makin susahhhh,-3,negatif
Taofik Hidayat,"parah sih nrimo, mau bayar CC jadi gak bisa aplikasi selalu keluar terus gak bisa di buka kacau sekelas BRI, bener bener buruk",2025-07-29 05:53:10,1,BRImo,parah sih nrimo mau bayar cc jadi gak bisa aplikasi selalu keluar terus gak bisa di buka kacau kelas bri bener bener buruk,-2,negatif
IFAN AJI,oke mantap,2025-07-29 05:52:54,5,BRImo,oke mantap,2,positif
Rafa Zanjaya,"senang pakai brimo, praktis",2025-07-29 05:48:47,5,BRImo,senang pakai brimo praktis,2,positif
Desi Ratnasari,sangat membantu,2025-07-29 05:48:19,5,BRImo,sangat bantu,1,positif
Muhammad Alfatih,mantap,2025-07-29 05:44:46,5,BRImo,mantap,1,positif
Wiwiek Hartiningsih,Bagus dan proses cepat 👍,2025-07-29 05:42:28,5,BRImo,bagus dan proses cepat,2,positif
frasiskusgusandrio stevenajan,sangattt bagus,2025-07-29 05:39:28,5,BRImo,sangattt bagus,1,positif
Fasa Faelyn,mantap,2025-07-29 05:38:53,5,BRImo,mantap,1,positif
M Komarudin,layan nya bagus aku suka,2025-07-29 05:33:25,5,BRImo,layan nya bagus aku suka,2,positif
Sur Ya,"salah satu badan usaha milik negara yang mensusahkan masyarakat ya & tanpa sebab yang jelas akun rekeningku di blok aku minta bantuan di suruh bikin rekening baru aneh MENYESAL AKU NABUNG DI SINI=one of the state-owned enterprises that is causing trouble for the people, yes & without any clear reason, my account was blocked. I asked for help and was told to create a new account, strange. I REGRET SAVING HERE😡👎",2025-07-29 05:29:30,1,BRImo,salah satu badan usaha milik negara yang susah masyarakat ya tanpa sebab yang jelas akun rekening di blok aku minta bantu di suruh bikin rekening baru aneh sesal aku nabung di sini one of the state-owned enterprises that is causing trouble for the people yes without any clear reason my account was blocked i asked for help and was told to create a new account strange i regret saving here,-1,negatif
Sukadama I nengah,sanggat bagus,2025-07-29 05:28:49,5,BRImo,sanggat bagus,1,positif
Titin Cordeliya,sangat mudah di gunakan,2025-07-29 05:28:49,5,BRImo,sangat mudah di guna,2,positif
Widadfadlan Fadlan,luar biasa beneran sangat banget membantu aktifitas lebih enak waktunya lebih bisa di bagi Ama kegiatan yg lain yg pasti super super mantap 🙏🙏🙏🤝🤜🤛👌,2025-07-29 05:16:45,5,BRImo,luar biasa beneran sangat banget bantu aktifitas lebih enak waktu lebih bisa di bagi ama giat yg lain yg pasti super super mantap,3,positif
Dewi Sartika,sngat bagus bisa membantu,2025-07-29 05:14:53,5,BRImo,sngat bagus bisa bantu,3,positif
Cucu Sopiah,"sangat aneh saya udah capek-capek daptar sudah selesai konfirmasi semua beres tiba"" no hp salah katanya dan di verifikasi lagi kolom buat masukin kode nya kurang satu iya iyalah gha masuk""",2025-07-29 05:14:19,1,BRImo,sangat aneh saya udah capek daptar sudah selesai konfirmasi semua beres tiba no hp salah kata dan di verifikasi lagi kolom buat masukin kode nya kurang satu iya iya gha masuk,-1,negatif
Yosua Bim,baguss,2025-07-29 05:07:08,5,BRImo,baguss,1,positif
Ovantri Erli,NO RIBET!,2025-07-29 05:03:16,5,BRImo,no ribet,-1,negatif
Deden Asli Sunda,Super Cepat Aplikasi ny..,2025-07-29 04:47:40,5,BRImo,super cepat aplikasi ny,1,positif
Iqbal Zac,baik,2025-07-29 04:46:21,5,BRImo,baik,1,positif
Raska Tirta,bagus,2025-07-29 04:46:19,5,BRImo,bagus,1,positif
Erwin ardiansyah,bagus,2025-07-29 04:40:51,5,BRImo,bagus,1,positif
Putu Arsana,mantap,2025-07-29 04:39:25,5,BRImo,mantap,1,positif
Zuel Ks,bagus,2025-07-29 04:22:03,5,BRImo,bagus,1,positif
Avelino Rizal,membantu sangat,2025-07-29 04:16:10,5,BRImo,bantu sangat,1,positif
Nur Sidik,bagus,2025-07-29 04:15:34,5,BRImo,bagus,1,positif
De dha,aplikasi nya tolong perbaiki lagi biar puas pengguna nya tidak banyak keluhan itu ini...saya puas tapi alangkah baiknya lebih pengguna yang lain lebih puas.,2025-07-29 04:13:43,5,BRImo,aplikasi nya tolong baik lagi biar puas guna nya tidak banyak keluh itu ini saya puas tapi alangkah baik lebih guna yang lain lebih puas,2,positif
Sekop Blop,mantap,2025-07-29 04:06:18,5,BRImo,mantap,1,positif
rah mad,proses cepat dan aman,2025-07-29 04:00:53,5,BRImo,proses cepat dan aman,2,positif
Roen Sitorus,pelayanannya jelek..di oper sana sini. bodoh.,2025-07-29 03:56:33,1,BRImo,layan jelek di oper sana sini bodoh,-1,negatif
Jeffry Ryzal,lebih mudah transaksi lwt brimo,2025-07-29 03:43:06,5,BRImo,lebih mudah transaksi lwt brimo,1,positif
Brayn Boyn,pengambilan adminya bnyak kli kmrin admin Fe 6rb trus ada lagi 12 rb apa pula,2025-07-29 03:41:07,4,BRImo,ambil adminya bnyak kli kmrin admin fe 6rb trus ada lagi 12 rb apa pula,-1,negatif
lisa rusvita,mantap,2025-07-29 03:39:39,5,BRImo,mantap,1,positif
baso ka,mantapp,2025-07-29 03:24:59,5,BRImo,mantapp,1,positif
Kapten hendra “Kapten hendra” Kapten hendra,baik,2025-07-29 03:21:28,5,BRImo,baik,1,positif
Akuy Galang,Sangat membantu,2025-07-29 03:18:45,5,BRImo,sangat bantu,1,positif
Wildan Brilliantf,"insyaallah dengan menggunakan aplikasi BRImo uang kalian aman, dan aplikasi ini juga mudah digunakan seperti aplikasi m banking lainnya",2025-07-29 03:16:15,5,BRImo,insyaallah dengan guna aplikasi brimo uang kalian aman dan aplikasi ini juga mudah guna seperti aplikasi m banking lain,3,positif
Dadang Sudrajat,"transaksi lancar, sangat membantu dalam transaksi keuangan",2025-07-29 03:16:13,5,BRImo,transaksi lancar sangat bantu dalam transaksi uang,2,positif
Nurheni Karim,keren,2025-07-29 03:11:44,5,BRImo,keren,1,positif
Arisma Melliana,bagus,2025-07-29 03:08:28,5,BRImo,bagus,1,positif
Bayu Setia,menjadikan transaksi lebih mudah,2025-07-29 03:05:51,5,BRImo,jadi transaksi lebih mudah,1,positif
Hendri Manaroinsong,bagus sekali sangat membantu,2025-07-29 02:58:20,5,BRImo,bagus sekali sangat bantu,2,positif
NengRena TrianiLubis,"saya mau tanya, sekarang BRI di ptong nya seminggu berapa kali? dan kenapa suka beda? bukan masalh nominal nya emang gak besar, tapi seminggu bisa ada yg beberapa kali di potong. ada yg 3.750 perak kadang 2 ribu lebih kadang cuman 750 perak, saya sekarang jadi males nabung di simpen di brimo, makin nyimpen gede makin suka di potong uang malah ber kurang yg tadi nya mau nabung biar gak kepake, malah trus berkurang",2025-07-29 02:56:58,3,BRImo,saya mau tanya sekarang bri di ptong nya minggu berapa kali dan kenapa suka beda bukan masalh nominal nya emang gak besar tapi minggu bisa ada yg beberapa kali di potong ada yg 3 750 perak kadang 2 ribu lebih kadang cuman 750 perak saya sekarang jadi males nabung di simpen di brimo makin nyimpen gede makin suka di potong uang malah ber kurang yg tadi nya mau nabung biar gak kepake malah trus kurang,2,positif
foxy lady,sangat memudahkan,2025-07-29 02:55:18,5,BRImo,sangat mudah,1,positif
Wahyu Wahyu,mantap,2025-07-29 02:52:16,5,BRImo,mantap,1,positif
leni susanti,semua d mudahkan,2025-07-29 02:51:36,5,BRImo,semua d mudah,1,positif
Ari Zulandra,terbaik,2025-07-29 02:48:55,5,BRImo,baik,1,positif
Ariez Sarutobi,sangat memudahkan saya ok baik,2025-07-29 02:47:09,5,BRImo,sangat mudah saya ok baik,2,positif
Sep Ali,mudah dan sangat membantu,2025-07-29 02:45:03,5,BRImo,mudah dan sangat bantu,2,positif
Ridho Fauzi,bagus,2025-07-29 02:43:20,5,BRImo,bagus,1,positif
sari arta,mempermudah,2025-07-29 02:41:15,5,BRImo,mudah,1,positif
Deny Yudhistira Hariyono SM CPLA,"sangat bagus, dan aman untuk memonitor lintas keuangan",2025-07-29 02:40:29,5,BRImo,sangat bagus dan aman untuk monitor lintas uang,2,positif
Edi Saputra,mau pengesahan pendaftaran bikin pin malah eror kode LADCC TRUS,2025-07-29 02:35:00,1,BRImo,mau kesah daftar bikin pin malah eror kode ladcc trus,-1,negatif
D3W4 1LH4M,sangat bagus,2025-07-29 02:28:25,5,BRImo,sangat bagus,1,positif
evy hendrawan,sangat bagus,2025-07-29 02:21:51,5,BRImo,sangat bagus,1,positif
Adi _ x73,bug,2025-07-29 02:13:51,1,BRImo,bug,-1,negatif
Mayor 29,tidak bisa menonaktifkan sms banking.,2025-07-29 02:08:59,1,BRImo,tidak bisa nonaktif sms banking,1,positif
Paulinus Le'a,keren👍,2025-07-29 02:05:38,5,BRImo,keren,1,positif
cei,Sangat Bagus,2025-07-29 01:53:10,5,BRImo,sangat bagus,1,positif
Agung Supriyadi,cpt dan bagus,2025-07-29 01:46:26,5,BRImo,cpt dan bagus,1,positif
Yuwinda Waruwu,Semua serba cepat 🤑 Tapi potongan tiap bulan hmmmm 😪,2025-07-29 01:40:31,5,BRImo,semua serba cepat tapi potong tiap bulan hmmmm,1,positif
yoes yos,promo kuota internet indosat 180 hari 500 giga harga 427.000 kok hilang 😭,2025-07-29 01:37:13,4,BRImo,promo kuota internet indosat 180 hari 500 giga harga 427 000 kok hilang,-1,negatif
Anisa Elva,mantap,2025-07-29 01:37:04,5,BRImo,mantap,1,positif
Asep Bahrudin,membantu sekali,2025-07-29 01:30:33,5,BRImo,bantu sekali,1,positif
Apenk Suseno,cepat tepat dan cermat,2025-07-29 01:30:10,5,BRImo,cepat tepat dan cermat,1,positif
Andi riani Mutia azzahra,sangat membantu,2025-07-29 01:24:14,5,BRImo,sangat bantu,1,positif
Mayasopa Sopia,bagus banget,2025-07-29 01:12:03,5,BRImo,bagus banget,1,positif
Liia Nurhayani,"ini kenapa sihh setelah sukses transaksi ko ga bisa liat bukti nya, di aktivitas tidak ada bukti transaksi terbaru. tolong dong perbaiki .",2025-07-29 01:08:24,5,BRImo,ini kenapa sihh telah sukses transaksi ko ga bisa liat bukti nya di aktivitas tidak ada bukti transaksi baru tolong dong baik,3,positif
Endang Ningsih,sangat baik,2025-07-29 01:06:27,5,BRImo,sangat baik,1,positif
Sasti aprilia,mempermudah segala sesuatu,2025-07-29 01:04:54,4,BRImo,mudah segala sesuatu,1,positif
Umaraksa Yandex,membantu bnget,2025-07-29 00:58:28,5,BRImo,bantu bnget,1,positif
Liska 1,bagus banget,2025-07-29 00:57:08,5,BRImo,bagus banget,1,positif
Sabirin Fiata,bagus,2025-07-29 00:50:52,5,BRImo,bagus,1,positif
Udin Nurdin,transfer uang jdi lebih mudah,2025-07-29 00:50:22,5,BRImo,transfer uang jdi lebih mudah,1,positif
Cepi Nurdiansyah,bagus sekali,2025-07-29 00:49:46,5,BRImo,bagus sekali,1,positif
Jeca Gouveia,bagus,2025-07-29 00:46:46,4,BRImo,bagus,1,positif
EKO ANDRIONO,sangat membantu,2025-07-29 00:45:14,5,BRImo,sangat bantu,1,positif
Muhammad Nadir,mudah dan praktis,2025-07-29 00:37:01,5,BRImo,mudah dan praktis,2,positif
Sarah br Sembiring,sangat cepat dan akurat,2025-07-29 00:29:02,5,BRImo,sangat cepat dan akurat,1,positif
RITA DILYANA,transfer dan transaksi JD lebih mudah,2025-07-29 00:24:30,5,BRImo,transfer dan transaksi jd lebih mudah,1,positif
Abdul Rasyid,app brimo sangat membantu,2025-07-29 00:14:00,3,BRImo,app brimo sangat bantu,1,positif
Bani Muhammf,terbaik,2025-07-29 00:13:30,3,BRImo,baik,1,positif
Bagus Shobirin,keren,2025-07-29 00:01:06,5,BRImo,keren,1,positif
Aidil Putra,sangat memudahkan saya bertransaksi,2025-07-28 23:54:31,5,BRImo,sangat mudah saya transaksi,1,positif
Asep Ipung,proses cepat dan mudah,2025-07-28 23:53:51,5,BRImo,proses cepat dan mudah,2,positif
Tas wadi,bagus banget transaksi cepat,2025-07-28 23:53:04,5,BRImo,bagus banget transaksi cepat,2,positif
Leonad,mantap,2025-07-28 23:35:08,5,BRImo,mantap,1,positif
Hasruddin Undink,mudah di pakai,2025-07-28 23:35:00,5,BRImo,mudah di pakai,1,positif
Latifah AL,mantap,2025-07-28 23:33:50,5,BRImo,mantap,1,positif
Edy Kurniawan,sangat2 membantu,2025-07-28 23:31:31,5,BRImo,sangat2 bantu,1,positif
kiaa,"bagus, semoga semakin amanah",2025-07-28 23:28:29,5,BRImo,bagus moga makin amanah,2,positif
Deni Ramdani,lumayan buat cek saldo sama TF lebih gampang,2025-07-28 23:20:08,5,BRImo,lumayan buat cek saldo sama tf lebih gampang,1,positif
agus_tuncir,topup google play saldo berkurang tapi saldo google play tidak bertambah sampai berbulan-bulan,2025-07-28 23:17:03,2,BRImo,topup google play saldo kurang tapi saldo google play tidak tambah sampai bulan,1,positif
Mame Cb,cukup membantu,2025-07-28 23:14:52,5,BRImo,cukup bantu,1,positif
Agung Fajar,baik,2025-07-28 23:14:52,5,BRImo,baik,1,positif
Yuni Nazeli,keren cuy,2025-07-28 22:57:24,5,BRImo,keren cuy,1,positif
Maman Maman,mudah dan praktis,2025-07-28 22:48:15,5,BRImo,mudah dan praktis,2,positif
eco oce,"Masih ada bug di software,tidak bisa berjalan di Android 15,selalu force closed. Tolong diperbaiki bug secepatnya krn sangat mengganggu pengguna jadi gak bisa bertransaksi",2025-07-28 22:39:28,2,BRImo,masih ada bug di software tidak bisa jalan di android 15 selalu force closed tolong baik bug cepat krn sangat ganggu guna jadi gak bisa transaksi,2,positif
Virni Sagita,bagus,2025-07-28 22:11:22,5,BRImo,bagus,1,positif
Gilang Angga Restu,selalu muncul notifikasi iklan gak jelas dan sangat menganggu.,2025-07-28 22:05:02,1,BRImo,selalu muncul notifikasi iklan gak jelas dan sangat menganggu,-1,negatif
Biann Biann,ini lampu indikator knp merah terus jadi ga bisa ngapa ngapain min,2025-08-31 23:52:14,2,BCA Mobile,ini lampu indikator knp merah terus jadi ga bisa ngapa ngapain min,1,positif
gerhana rembulan,"terimakasih bcaaa, di apk lain gbs beli token krn ada trouble. pdhl sudah lewat dr jam 2 (biasanya jam 2 sdh bisa beli token) tp smpe di jam 3 lewat belum bisa. cuma bca yang bisa makacijjhh 1 September 2025",2025-08-31 20:15:30,5,BCA Mobile,terimakasih bcaaa di apk lain gbs beli token krn ada trouble pdhl sudah lewat dr jam 2 biasa jam 2 sdh bisa beli token tp smpe di jam 3 lewat belum bisa cuma bca yang bisa makacijjhh 1 september 2025,1,positif
Gian Christian menggi,KOK KALI INI ANEH BANGET YAA BELI PAKET INTERNET MOBILE BCA. NGGAK' MASUK-MASUK PADAHAL SALDO UDAH KEPOTONG? ANEH BANGET SUMPAH. BARU ALAMIN SEPERTI INI.. NEGARA UDAH SUSAH DENGAN AKSINYA DEMO. MOBILE BCA LAGI YANG BIKIN KITA SUSAH 😭😭😭,2025-08-31 19:13:41,2,BCA Mobile,kok kali ini aneh banget yaa beli paket internet mobile bca nggak masuk padahal saldo udah potong aneh banget sumpah baru alamin seperti ini negara udah susah dengan aksi demo mobile bca lagi yang bikin kita susah,-2,negatif
Evry Otnay,"woyyy BCA, ini knp gua mau tf gk bisa, gk ush lu nonaktifkan perkara masalah demo, gk ada urusannya TF sma masalah demo,,,klo kya gini gua jd susah mau transaksi apapun, BLO'ON BGT....",2025-08-31 16:46:09,1,BCA Mobile,woyyy bca ini knp gua mau tf gk bisa gk ush lu nonaktif perkara masalah demo gk ada urus tf sma masalah demo klo kya gin gua jd susah mau transaksi apa blo on bgt,-1,negatif
Evan Rudiansyah,Alhamdulillah lancar,2025-08-31 16:06:10,5,BCA Mobile,alhamdulillah lancar,1,positif
Yayat Ruchiyat,lebih mudah dan aman,2025-08-31 15:37:14,5,BCA Mobile,lebih mudah dan aman,2,positif
Gilang Putra,"Saya Sangat Berterima kasih Atas Respon yang sangat cepat , saya sangat puas dengan pelayananya 😊😊😊.Besar harapan Saya Semogah di pertahankan pelayanan yang memuaskan ...!!!",2025-08-31 15:16:36,5,BCA Mobile,saya sangat terima kasih atas respon yang sangat cepat saya sangat puas dengan pelayananya besar harap saya semogah di tahan layan yang muas,2,positif
Triga Melati,selama saya pake bca Mobile lancar2 aja dan gk ribet,2025-08-31 13:47:08,5,BCA Mobile,lama saya pake bca mobile lancar2 aja dan gk ribet,-1,negatif
Atok Salahudin,"Memang mantap kali pake myBCA , transaksi lebih mudah dan praktis , gratis biaya transfer pula , sistem dan sebagai nya sudah bagus dan mantap",2025-08-31 13:44:12,5,BCA Mobile,memang mantap kali pake mybca transaksi lebih mudah dan praktis gratis biaya transfer pula sistem dan bagai nya sudah bagus dan mantap,4,positif
Rani Komariah,apakah hari ini ada gangguan? kenapa saya mau transfer harus mencoba beberapa saat lagi?,2025-08-31 13:43:19,1,BCA Mobile,apakah hari ini ada ganggu kenapa saya mau transfer harus coba beberapa saat lagi,-2,negatif
Mukni Arisman,"akhir akhir ini suka error ini BCA kecewa dengan aplikasinya, udah berapa kali kek gini terus,lama lama pengen beralih ke bank lain klo gini terus",2025-08-31 13:35:32,1,BCA Mobile,akhir akhir ini suka error ini bca kecewa dengan aplikasi udah berapa kali kek gin terus lama lama ken alih ke bank lain klo gin terus,-2,negatif
Mbak Nora,bca lagi ikut demo alias lagi trouble.,2025-08-31 13:35:07,4,BCA Mobile,bca lagi ikut demo alias lagi trouble,-2,negatif
Kalita Sari,saya sudah membeli pulsa dan transfer di mbanking BCA. saldo terpotong dan pulsa tidak masuk serta tidak ada pesan pemberithuan transaksi berhasil tapi saldo sudah terpotong ini aneh. dan saya sangat kecewa,2025-08-31 13:31:37,1,BCA Mobile,saya sudah beli pulsa dan transfer di mbanking bca saldo potong dan pulsa tidak masuk serta tidak ada pesan pemberithuan transaksi hasil tapi saldo sudah potong ini aneh dan saya sangat kecewa,-1,negatif
Oka Kevin,APLIKASI KETINGGALAN JAMAN!!! YG LAIN PAKAI SIDIK JARI MASIH AJA PAKAI PIN MANUAL ...MANA SINYAL KEK TAAAAI APLIKASINYA,2025-08-31 13:25:57,1,BCA Mobile,aplikasi tinggal jaman yg lain pakai sidik jari masih aja pakai pin manual mana sinyal kek taaaai aplikasi,1,positif
Bagus Hamdani Putra,"Makin lambat bos, apo diok kamu ni nyusahin org bae",2025-08-31 13:24:37,5,BCA Mobile,makin lambat bos apo diok kamu ni nyusahin org bae,-1,negatif
Tino Yanuar,mantap,2025-08-31 13:23:38,5,BCA Mobile,mantap,1,positif
Men00 Taubat,mbca eror lagi nihh,2025-08-31 13:22:22,5,BCA Mobile,mbca eror lagi nihh,-2,negatif
Kang Ewok,"Belakangan ini aplikasi lelet banget, mau transfer atau cek mutasi pun sangat lambat. transaksi sering gagal",2025-08-31 13:21:23,1,BCA Mobile,belakang ini aplikasi lelet banget mau transfer atau cek mutasi pun sangat lambat transaksi sering gagal,-3,negatif
Hello Poh,"ngelag sekali cok, jaringan pake wifi, pake data ttp ngelag, ganggu kerjaan orang!",2025-08-31 13:20:26,1,BCA Mobile,ngelag sekali cok jaring pake wifi pake data ttp ngelag ganggu kerja orang,-3,negatif
Agung Sugianto,mantap,2025-08-31 13:18:20,5,BCA Mobile,mantap,1,positif
Yanti Conten,"makin kesini bukannya lebih bagus., malah selalu saja ada eror,gak bisa transaksi, gak bisa login.",2025-08-31 13:16:15,2,BCA Mobile,makin kesini bukan lebih bagus malah selalu saja ada eror gak bisa transaksi gak bisa login,1,positif
Garda Nusantara,NGELAG BANGET APKNYA,2025-08-31 13:15:13,1,BCA Mobile,ngelag banget apknya,-2,negatif
Suhendar Regrais,Banyak gangguan hulu,2025-08-31 13:11:36,1,BCA Mobile,banyak ganggu hulu,-1,negatif
pujo rozaq,"Bank besar aplikasi eror,setelah malah sering lemot",2025-08-31 13:11:31,1,BCA Mobile,bank besar aplikasi eror telah malah sering lot,-1,negatif
Faizal Anfasa,woyy anjinggg lahh ini kenapa gabisa penarikan tunai,2025-08-31 13:10:43,1,BCA Mobile,woyy anjinggg lahh ini kenapa gabisa tari tunai,1,positif
Fikry Riswandani,"sangat lama, meskipun jaringan kita bagus dan stabil, seringkali saat transaksi muter mulu, nunggu harus semenitan, hapus riwayat log in lagi, eh kadang begitu lagi, menghabiskan waktu, kadang lampu nya suka ngebug ga berubah berubah, mohon di perbaiki sistemnya",2025-08-31 13:10:31,1,BCA Mobile,sangat lama meski jaring kita bagus dan stabil seringkali saat transaksi muter mulu nunggu harus menit hapus riwayat log in lagi eh kadang begitu lagi habis waktu kadang lampu nya suka ngebug ga ubah ubah mohon di baik sistem,1,positif
DIDIK RIZKI HIDAYATURROHMAN,update baru malah lemot asli,2025-08-31 13:07:01,1,BCA Mobile,update baru malah lot asli,1,positif
Isna Wati,knpa ga bisa masuk keluar mulu,2025-08-31 12:41:16,1,BCA Mobile,knpa ga bisa masuk keluar mulu,1,positif
Dedi Ardiansyah,"foto KTP aja sulit, gak sprti aplkasi lainnya.",2025-08-31 12:38:39,1,BCA Mobile,foto ktp aja sulit gak sprti aplkasi lain,-1,negatif
Lee Yoo,makin susah. loading lama. bagaimanalah BCA?,2025-08-31 12:09:11,3,BCA Mobile,makin susah loading lama bagaimana bca,-2,negatif
Iyan Risyad,"selamat malam, ini sy mau bertanya sm anda? knpa ya pak di HP sy BCA. mobil tdk bs ke buka? sy mau minta bgmn cara nya agar bs ke buka BCA mobil di HP sy.. klo download bs tp pas sy klik buka ga bs ke buka makan nya sy ingin minta penjelasan dr anda agar bs ke buka BCA mobil sy di HP sy, tipe HP sy OPPO A78.. RAM. 8 versi 12",2025-08-31 11:23:04,5,BCA Mobile,selamat malam ini sy mau tanya sm anda knpa ya pak di hp sy bca mobil tdk bs ke buka sy mau minta bgmn cara nya agar bs ke buka bca mobil di hp sy klo download bs tp pas sy klik buka ga bs ke buka makan nya sy ingin minta jelas dr anda agar bs ke buka bca mobil sy di hp sy tipe hp sy oppo a78 ram 8 versi 12,-1,negatif
fandco tv channel,Sangat membantu transaksi pembayaran dan Uang Masuk Serta Laporan Keuangan.,2025-08-31 11:13:15,5,BCA Mobile,sangat bantu transaksi bayar dan uang masuk serta lapor uang,1,positif
Sipirili 1012,knp mbca sy TDK bisa kebuka sudah 1 hari ini? dgn kondisi signal bagus dan layar mbca sll berwarna merah.. tolong di jelaskan,2025-08-31 09:43:42,1,BCA Mobile,knp mbca sy tdk bisa buka sudah 1 hari ini dgn kondisi signal bagus dan layar mbca sll warna merah tolong di jelas,2,positif
Suraji Bna,tetap semangat dan beri layanan yang terbaik,2025-08-31 09:09:25,5,BCA Mobile,tetap semangat dan beri layan yang baik,1,positif
Ardi Sopianto,"kenapa mau masuk mbanking selalu gagal, coba sistemnya di perbaiki agar masyarakat mudah untuk masuk atau login mbanking",2025-08-31 09:00:47,1,BCA Mobile,kenapa mau masuk mbanking selalu gagal coba sistem di baik agar masyarakat mudah untuk masuk atau login mbanking,1,positif
Nur Sella,kak kalo ada yang transfer tolong bank dan no rekening pengirim yah tolong di lihat kan juga dan juga apk yah bisa di mode gelap dan terang kan di jaman skrng banyak yg pakai mode gelap phone yah dan tolong juga kalo bisa mutasi yah di perpanjang lebih lama sedikit jangn cuman 30 hari bagaimana nasib kami yg pakai tahapan expresi yg gak punya buku tabungan tolong yah kak,2025-08-31 08:55:59,2,BCA Mobile,kak kalo ada yang transfer tolong bank dan no rekening kirim yah tolong di lihat kan juga dan juga apk yah bisa di mode gelap dan terang kan di jaman skrng banyak yg pakai mode gelap phone yah dan tolong juga kalo bisa mutasi yah di panjang lebih lama sedikit jangn cuman 30 hari bagaimana nasib kami yg pakai tahap expresi yg gak punya buku tabung tolong yah kak,1,positif
Wiwit Sugiarto,sanggat membantu dalam proses transaksi,2025-08-31 08:23:42,5,BCA Mobile,sanggat bantu dalam proses transaksi,1,positif
Agus Setiyaka,mantap,2025-08-31 07:06:19,5,BCA Mobile,mantap,1,positif
Lili Akmalia,sangat membantu,2025-08-31 06:35:44,5,BCA Mobile,sangat bantu,1,positif
Ibra annafi,"kalo maintenance atau apapun itu info kan lah,minimal kirim email, ini lampu indikator merah terus pdahal sya nnton youtube Dll sangat lancar, syaa reinstall malah lebih parah, ga bisa masuk sama sekali, notif nya koneksi terputus terus, syaa butuh transaksi cepat, bukan lemot ga jls bgini, lama2 sya pindahin juga nih smua dana sya ke bank lain, lol",2025-08-31 05:36:22,2,BCA Mobile,kalo maintenance atau apa itu info kan lah minimal kirim email ini lampu indikator merah terus pdahal sya nnton youtube dll sangat lancar syaa reinstall malah lebih parah ga bisa masuk sama sekali notif nya koneksi putus terus syaa butuh transaksi cepat bukan lot ga jls bgini lama2 sya pindahin juga nih smua dana sya ke bank lain lol,1,positif
Official Forsaken01,keamanan privasi@?!???,2025-08-31 05:31:37,5,BCA Mobile,aman privasi,1,positif
Kiki Nur Handini,Tolong dong di perbaiki. akhir² ini buat transfer dan transaksi lain kok sering pend yah? sudah cek mutasi berskala ketika berhasil dan saldo saya berkurang tetapi dana tidak masuk ke penerima itu bagaimana? rugi dong saya,2025-08-31 04:37:35,1,BCA Mobile,tolong dong di baik akhir ini buat transfer dan transaksi lain kok sering pend yah sudah cek mutasi skala ketika hasil dan saldo saya kurang tetapi dana tidak masuk ke terima itu bagaimana rugi dong saya,1,positif
Cia Store,"lampu hijau lampu biru kerja dikejar merasa terganggu,sudah 1 Minggu,gak usah pakai lampu lampu la,udah kaya jalan raya",2025-08-31 02:22:46,5,BCA Mobile,lampu hijau lampu biru kerja kejar rasa ganggu sudah 1 minggu gak usah pakai lampu lampu la udah kaya jalan raya,-1,negatif
Aseprudi Rudi,"sangat membantu,terimakasih bca",2025-08-31 02:02:48,5,BCA Mobile,sangat bantu terimakasih bca,1,positif
Endang Sulastri,"knp bca mobil saya gak bisa di pakek, setiap kali login selalu kelur kesalahan 205 sementara transaksi tidak dapat di lakukan katanya, tp ini sudah bberapa hari",2025-08-31 01:46:22,3,BCA Mobile,knp bca mobil saya gak bisa di pakek tiap kali login selalu kelur salah 205 sementara transaksi tidak dapat di laku kata tp ini sudah bberapa hari,1,positif
Teguh Mf,lemot aplikasi nya lama ke buka nya,2025-08-30 20:17:29,1,BCA Mobile,lot aplikasi nya lama ke buka nya,-1,negatif
Ryan Heryana,Kenapa tidak bisa buka qris???,2025-08-30 18:53:29,1,BCA Mobile,kenapa tidak bisa buka qris,1,positif
Lusiana Lo,halo mbangking di saya sering error saat transaksi bisa terlogout sendiri ga bisa cek inbox efeknya saya jadi double transfer ke orang dan merugi tolong di tingkatkan lagi kok semakin rendah kualitas mbangking nya. saya transaksi input pin terus logout saya ga bisa cek inbox dan buru buru kemudian saya kirim lagi. selang berapa waktu saya cek dimutasi terkirim dua kali. kecewa sekali mbangking ny makin jelek.,2025-08-30 17:58:42,1,BCA Mobile,halo mbangking di saya sering error saat transaksi bisa terlogout sendiri ga bisa cek inbox efek saya jadi double transfer ke orang dan rugi tolong di tingkat lagi kok makin rendah kualitas mbangking nya saya transaksi input pin terus logout saya ga bisa cek inbox dan buru buru kemudian saya kirim lagi selang berapa waktu saya cek mutasi kirim dua kali kecewa sekali mbangking ny makin jelek,-2,negatif
